TNC	Tnc
E2F2	E2f2
UCK2	Uck2
ATP6V1G1	Atp6v1g1
HYAL4	Hyal4
HNRNPA1L2	Hnrnpa1l2-ps2
METTL18	Mettl18
UROC1	Uroc1
CEP164	Cep164
IL4R	Il4ra
ARHGEF37	Arhgef37
ST6GALNAC5	St6galnac5
C5orf22	6030458C11Rik
DYRK2	Dyrk2
WRAP73	Wrap73
GRIN2D	Grin2d
GZMM	Gzmm
UBE2H	Ube2h
RGS17	Rgs17
RPA2	Rpa2
PDE6B	Pde6b
FCRLA	Fcrla
UNC119B	Unc119b
SMG9	Smg9
MOB3A	Mob3a
COPS7A	Cops7a
GIF	Gif
ADCY7	Adcy7
EIF1AY	Eif1ax
TRAK1	Trak1
TNFAIP8L3	Tnfaip8l3
LATS1	Lats1
CLDN3	Cldn3
HOXC11	Hoxc11
PIGT	Pigt
KIDINS220	Kidins220
KIF13A	Kif13a
MEIS3	Meis3
ZKSCAN2	Zkscan2
NDRG2	Ndrg2
CDH1	Cdh1
MGA	Mga
TIGIT	Tigit
EI24	Ei24
TMEM95	Tmem95
OPRK1	Oprk1
HS6ST3	Hs6st3
GRHL1	Grhl1
SMPD4	Smpd4
ARHGEF1	Arhgef1
ADTRP	Adtrp
MYLK2	Mylk2
GSC	Gsc
XIRP2	Xirp2
FAAH	Faah
CEP55	Cep55
RPF2	Rpf2
FAM151B	Fam151b
VTN	Vtn
DNAJB7	Dnajb7
NECAP1	Necap1
TBC1D19	Tbc1d19
TBRG1	Tbrg1
EMC4	Emc4
LNX1	Lnx1
C1D	C1d
LTF	Ltf
ZNF202	Zfp202
F7	F7
XYLT1	Xylt1
SAMD14	Samd14
TGFB1I1	Tgfb1i1
TMEM116	Tmem116
C7orf49	3110062M04Rik
NLK	Nlk
SLC14A1	Slc14a1
WRNIP1	Wrnip1
TGFB3	Tgfb3
NTF3	Ntf3
BPIFA1	Bpifa1
DMPK	Dmpk
MTG1	Mtg1
CRNN	Crnn
C1orf100	1700016C15Rik
SGMS2	Sgms2
ARFGAP2	Arfgap2
SLC22A17	Slc22a17
ADAM33	Adam33
NDUFAF6	Ndufaf6
CHMP6	Chmp6
XAB2	Xab2
KIFC3	Kifc3
KCNH4	Kcnh4
SMPD2	Smpd2
PDIA4	Pdia4
CYP2F1	Cyp2f2
ARMC2	Armc2
PLXNA3	Plxna3
NR5A2	Nr5a2
AICDA	Aicda
RCBTB1	Rcbtb1
DIAPH1	Diaph1
FAM204A	Fam204a
TMEM238	Tmem238
IL21R	Il21r
PKP4	Pkp4
COMP	Comp
TPPP	Tppp
C19orf54	BC024978
FAM118A	Fam118a
LY6G6F	Ly6g6f
AKR1B10	Akr1b8
TADA3	Tada3
C1orf105	4930558K02Rik
CIRBP	Cirbp
FBXO25	Fbxo25
BAG2	Bag2
COX18	Cox18
CD163	Cd163
NPFFR2	Npffr2
SPAG6	Spag6l
GPR101	Gpr101
BOK	Bok
RECQL4	Recql4
BEST2	Best2
CDCP1	Cdcp1
IQCF5	Iqcf5
TMEM201	Tmem201
CBWD1	Cbwd1
SHOX2	Shox2
CBX2	Cbx2
SPAST	Spast
SOX17	Sox17
PPFIBP2	Ppfibp2
OR7A5	Olfr57
FBXO18	Fbxo18
PABPC1	Pabpc1
SLC30A3	Slc30a3
CELA1	Cela1
KRT84	Krt84
RAD9B	Rad9b
PITPNM2	Pitpnm2
C5	Hc
FAM110A	Fam110a
DAP3	Dap3
SERPINA6	Serpina6
SLC12A1	Slc12a1
LEFTY2	Lefty2
PLA2G4A	Pla2g4a
VAV2	Vav2
ST6GALNAC4	St6galnac4
PRKCG	Prkcg
HECTD3	Hectd3
AKAP3	Akap3
TUBB4A	Tubb4a
TSFM	Tsfm
SALL4	Sall4
PLEKHJ1	Plekhj1
FSTL4	Fstl4
TULP4	Tulp4
AIPL1	Aipl1
DUPD1	Dupd1
MAN1B1	Man1b1
TRAPPC2	Trappc2
PLCH2	Plch2
ZNF24	Zfp24
POU4F1	Pou4f1
TMTC4	Tmtc4
PROP1	Prop1
TUBA1B	Tuba1b
OR4A5	Olfr1238
ZNF471	Zfp78
ESPNL	Espnl
HCK	Hck
BCL2L14	Bcl2l14
FIGLA	Figla
SEC14L1	Sec14l1
ALKBH7	Alkbh7
VSIG1	Vsig1
ASB8	Asb8
NCAPH	Ncaph
PCDH20	Pcdh20
RBP2	Rbp2
MYOM3	Myom3
RPS6KA4	Rps6ka4
TET3	Tet3
USP13	Usp13
PDZD7	Pdzd7
EGFL8	Egfl8
CLCN2	Clcn2
MPDZ	Mpdz
CDCA7L	Cdca7l
SH3D21	Sh3d21
MMP20	Mmp20
PRDM16	Prdm16
USP48	Usp48
TRAF1	Traf1
ADARB2	Adarb2
ERF	Erf
TMEM196	Tmem196
NDUFAF5	Ndufaf5
AIP	Aip
LCLAT1	Lclat1
SLC16A10	Slc16a10
AURKAIP1	Aurkaip1
SRGAP3	Srgap3
OC90	Oc90
EMC3	Emc3
ANGPTL6	Angptl6
OTOA	Otoa
PTX3	Ptx3
CACNA2D4	Cacna2d4
EPX	Epx
OAZ2	Oaz2
LARS2	Lars2
DYNC1LI2	Dync1li2
ARAP2	Arap2
PBRM1	Pbrm1
POLG	Polg
GJD4	Gjd4
GHRHR	Ghrhr
DEPTOR	Deptor
NEUROD6	Neurod6
LBX1	Lbx1
FAM161A	Fam161a
OR12D3	Olfr109
CLDND1	Cldnd1
AVPR2	Avpr2
RAC2	Rac2
SPAG17	Spag17
IGFALS	Igfals
EGR3	Egr3
AK8	Ak8
ZNF768	Zfp768
FGG	Fgg
PODXL2	Podxl2
OR8J3	Olfr1045
ITSN2	Itsn2
PRKAR2A	Prkar2a
ALAS2	Alas2
SPEN	Spen
ATP11B	Atp11b
RASD2	Rasd2
GRM2	Grm2
CACNA1D	Cacna1d
RRP8	Rrp8
GAPT	Gapt
CACNG1	Cacng1
SLC17A7	Slc17a7
OSTF1	Ostf1
NPY2R	Npy2r
DIABLO	Diablo
SDC1	Sdc1
KLHL38	Klhl38
RANBP1	Ranbp1
MTF2	Mtf2
BRD3	Brd3
FUZ	Fuz
DAP	Dap
TRIM29	Trim29
DEPDC1	Depdc1a
TWIST1	Twist1
DIRAS1	Diras1
LMTK2	Lmtk2
MYO5B	Myo5b
CPNE7	Cpne7
ERI3	Eri3
TMUB1	Tmub1
TRIP10	Trip10
TTC22	Ttc22
ZNF638	Zfp638
WDR59	Wdr59
GBP4	Gbp3
DMC1	Dmc1
CDRT4	Cdrt4
RAB17	Rab17
TBC1D25	Tbc1d25
GRIN1	Grin1
SPI1	Spi1
COL4A3	Col4a3
PUS10	Pus10
RTEL1	Rtel1
BBS12	Bbs12
INS	Ins2
CAMTA1	Camta1
PSTPIP2	Pstpip2
FMO4	Fmo4
L1CAM	L1cam
GGT6	Ggt6
DCLRE1C	Dclre1c
ZMYND10	Zmynd10
CTBP2	Ctbp2
METTL1	Mettl1
WEE1	Wee1
MCMDC2	Mcmdc2
UBE2E2	Ube2e2
RAB33A	Rab33a
LPXN	Lpxn
CYBA	Cyba
ZIC1	Zic1
ZNF513	Zfp513
MMRN2	Mmrn2
PRSS33	Prss33
SMG1	Smg1
MYBPC2	Mybpc2
CYP2E1	Cyp2e1
STX5	Stx5a
ING5	Ing5
CACNA1C	Cacna1c
CENPP	Cenpp
MKKS	Mkks
KRIT1	Krit1
DNAJC14	Dnajc14
DLX6	Dlx6
TMEM237	Tmem237
DCUN1D4	Dcun1d4
C16orf52	BC030336
RBP3	Rbp3
OTOP3	Otop3
ALG3	Alg3
RAB3D	Rab3d
SLC6A2	Slc6a2
DPF1	Dpf1
UFSP1	Ufsp1
RPRM	Rprm
TOR1A	Tor1a
ABHD13	Abhd13
SLC9A3R2	Slc9a3r2
TYRO3	Tyro3
MACROD1	Macrod1
ERC2	Erc2
PRKCE	Prkce
HMGXB3	Hmgxb3
DRG1	Drg1
SH3TC2	Sh3tc2
PLAC1	Plac1
AGGF1	Aggf1
RAB37	Rab37
CCAR1	Ccar1
CHD5	Chd5
SLC39A7	Slc39a7
JUN	Jun
SEMA6C	Sema6c
AQP9	Aqp9
PCCA	Pcca
FEM1A	Fem1a
SLC34A2	Slc34a2
DNAJC11	Dnajc11
HNF4G	Hnf4g
ITGB6	Itgb6
FETUB	Fetub
TNFSF14	Tnfsf14
DSG3	Dsg3
ECM1	Ecm1
RNF214	Rnf214
ZBTB5	Zbtb5
NUBP1	Nubp1
SPATC1	Spatc1
PLA2G6	Pla2g6
UBE2B	Ube2b
TLK1	Tlk1
DNAJC2	Dnajc2
NHS	Nhs
DENND5B	Dennd5b
RPRD1B	Rprd1b
AFF1	Aff1
FNTB	Fntb
CLDN19	Cldn19
GP5	Gp5
PAN3	Pan3
PYCARD	Pycard
ARMC8	Armc8
NKX2-4	Nkx2-4
ZNF385A	Zfp385a
LRFN4	Lrfn4
FAM83H	Fam83h
SETD1A	Setd1a
PCF11	Pcf11
MGLL	Mgll
VPS4A	Vps4a
KDM2A	Kdm2a
C11orf74	B230118H07Rik
CHP2	Chp2
KRI1	Kri1
LSM10	Lsm10
TTLL11	Ttll11
ITGAL	Itgal
OR2V2	Olfr1396
FAM46B	Fam46b
ACAD9	Acad9
DGCR8	Dgcr8
HOXC13	Hoxc13
ZNF358	Zfp358
CCNJ	Ccnj
HADHA	Hadha
ADAT3	Adat3
MEOX2	Meox2
SLC35E4	Slc35e4
SLC7A5	Slc7a5
QPRT	Qprt
MUC20	Muc20
TINAG	Tinag
ACACA	Acaca
LGI2	Lgi2
CC2D1A	Cc2d1a
NDUFV1	Ndufv1
BRPF3	Brpf3
PIK3R1	Pik3r1
PEX6	Pex6
TARBP2	Tarbp2
DUSP26	Dusp26
TIMM22	Timm22
NFAM1	Nfam1
RESP18	Resp18
THOC6	Thoc6
SESN1	Sesn1
SLC5A8	Slc5a8
LAMC2	Lamc2
SYT4	Syt4
CHDH	Chdh
ZYG11A	Zyg11a
SLC25A25	Slc25a25
PCSK2	Pcsk2
KCTD2	Kctd2
HYDIN	Hydin
SURF1	Surf1
ZNF410	Zfp410
TRPM2	Trpm2
RNF133	Rnf133
MPI	Mpi
TMEM129	Tmem129
POU6F1	Pou6f1
MYPOP	Mypop
OSGEPL1	Osgepl1
DPH1	Dph1
PRR7	Prr7
ARHGAP32	Arhgap32
CCDC43	Ccdc43
SLC36A2	Slc36a2
ZNF777	Zfp777
IGF1	Igf1
RALGPS1	Ralgps1
EXOSC2	Exosc2
ITGA5	Itga5
SPRYD3	Spryd3
ZNF598	Zfp598
SLC13A2	Slc13a2
REG1B	Reg2
GPSM2	Gpsm2
TKT	Tkt
FOXRED2	Foxred2
THYN1	Thyn1
PTGIS	Ptgis
COL6A3	Col6a3
SVIL	Svil
ACSM2A	Acsm2
TIFAB	Tifab
EFHC1	Efhc1
RGS9BP	Rgs9bp
HEATR4	Heatr4
ANGPTL4	Angptl4
TBCK	Tbck
LGALS3BP	Lgals3bp
NUDT3	Nudt3
PDIA5	Pdia5
PTX4	Ptx4
MAPKAPK3	Mapkapk3
PXN	Pxn
TPPP3	Tppp3
FAM102B	Fam102b
DCTN1	Dctn1
OSR2	Osr2
CYP2R1	Cyp2r1
EXOSC3	Exosc3
SLC16A11	Slc16a11
SIGLEC15	Siglec15
NOSTRIN	Nostrin
FOXF1	Foxf1
PPP1R15A	Ppp1r15a
TRAPPC12	Trappc12
TMC8	Tmc8
HNF4A	Hnf4a
EIF4E3	Eif4e3
KDM5C	Kdm5c
PLAG1	Plag1
OR2AT4	Olfr520
ZFYVE9	Zfyve9
TSPAN11	Tspan11
TXNDC8	Txndc8
TRAPPC1	Trappc1
INSL5	Insl5
ARL6	Arl6
PIN4	Pin4
LSM4	Lsm4
MGEA5	Mgea5
CATSPERB	Catsperb
OR4Q3	Olfr735
KHDC3L	Khdc3
PPM1G	Ppm1g
TMPRSS7	Tmprss7
SERPINB3	Serpinb3d
TMEM230	Tmem230
RXFP4	Rxfp4
UAP1L1	Uap1l1
ZNF676	Zfp273
FCRLB	Fcrlb
ALDH1B1	Aldh1b1
C14orf180	A530016L24Rik
OR10A3	Olfr518
MARCH8	March8
OR51E1	Olfr558
TGM4	Tgm4
RHOG	Rhog
LDB2	Ldb2
FGF14	Fgf14
NACC2	Nacc2
RIMS3	Rims3
GSTM4	Gstm4
PLEKHO2	Plekho2
P2RY6	P2ry6
PI4KA	Pi4ka
HTRA3	Htra3
TDO2	Tdo2
CCDC36	Ccdc36
CIB4	Cib4
LGI4	Lgi4
TG	Tg
NIPAL4	Nipal4
MSRA	Msra
PKD2L2	Pkd2l2
FAM129B	Fam129b
ZNF707	Zfp707
C21orf2	1810043G02Rik
SLITRK3	Slitrk3
CAPN10	Capn10
HIST1H3J	Hist1h3g
TCF4	Tcf4
TMEM30B	Tmem30b
PARVG	Parvg
UBTD2	Ubtd2
C3orf20	4930590J08Rik
STK11	Stk11
HERC2	Herc2
SLC6A12	Slc6a12
RALGAPA1	Ralgapa1
SLC1A7	Slc1a7
CRIM1	Crim1
KDELR3	Kdelr3
CCT8	Cct8
UTP15	Utp15
C7orf31	4921507P07Rik
CCDC13	Ccdc13
ADAM15	Adam15
KCNA1	Kcna1
EZH2	Ezh2
C10orf90	D7Ertd443e
DNAH1	Dnah1
CCDC82	Ccdc82
MAP2K6	Map2k6
PRMT7	Prmt7
FAM168A	Fam168a
KRT20	Krt20
EXOC3L4	Exoc3l4
ARMC12	Armc12
RAG1	Rag1
NR1D1	Nr1d1
YIPF3	Yipf3
OR5AR1	Olfr1019
TBC1D2	Tbc1d2
GPR88	Gpr88
ACVR1B	Acvr1b
C1orf210	2610528J11Rik
SPOPL	Spopl
FZD7	Fzd7
KDELC1	Kdelc1
ARID4B	Arid4b
WWP1	Wwp1
ANKRD35	Ankrd35
MZB1	Mzb1
ZNF697	Zfp697
ABL2	Abl2
GRIA2	Gria2
TRPV6	Trpv6
SLC6A15	Slc6a15
MASP2	Masp2
UBA52	Uba52-ps
RNF166	Rnf166
EIF4E1B	Eif4e1b
DPYSL5	Dpysl5
SPTBN5	Sptbn5
UBE2Z	Ube2z
PCDH19	Pcdh19
NRN1	Nrn1
C10orf53	1700024G13Rik
TTC32	Ttc32
PHC3	Phc3
TEPP	Tepp
SHBG	Shbg
GTSF1	Gtsf1
OR2M3	Olfr164
TERF2	Terf2
NCCRP1	Nccrp1
PPP1R35	Ppp1r35
PNPLA2	Pnpla2
IL17D	Il17d
KCNMB1	Kcnmb1
LENG9	Leng9
DNAJB6	Dnajb6
PNPLA6	Pnpla6
ZFYVE21	Zfyve21
FKBP10	Fkbp10
KRTAP11-1	Krtap11-1
OR7C1	Olfr1352
FMNL2	Fmnl2
CCDC121	Ccdc121
ARSJ	Arsj
TEX14	Tex14
SPG7	Spg7
DPPA5	Dppa5a
NAIF1	Naif1
PAPOLB	Papolb
ARHGAP4	Arhgap4
ISPD	Ispd
SLC19A1	Slc19a1
GTPBP6	Gtpbp6
ZFP82	Zfp82
CTH	Cth
PHKG1	Phkg1
FAIM2	Faim2
CALCOCO1	Calcoco1
MYL6	Myl6
WISP2	Wisp2
ATMIN	Atmin
ZNRF1	Znrf1
KRT75	Krt75
KIF5C	Kif5c
GPRC6A	Gprc6a
TMEM132B	Tmem132b
INMT	Inmt
LNPEP	Lnpep
ELOVL3	Elovl3
ACTB	Actb
KHSRP	Khsrp
ARX	Arx
IL18BP	Il18bp
DNM3	Dnm3
RUNDC3B	Rundc3b
SPACA3	Spaca3
DTNBP1	Dtnbp1
FGF3	Fgf3
HPN	Hpn
GFRAL	Gfral
ZBTB43	Zbtb43
TOMM20L	Tomm20l
CHRNB2	Chrnb2
FAM111A	Fam111a
HDDC3	Hddc3
RUNDC1	Rundc1
CLN5	Cln5
VOPP1	Vopp1
SH3GL3	Sh3gl3
CCDC92	Ccdc92
TMX2	Tmx2
ZP2	Zp2
KCNJ3	Kcnj3
IGFBP7	Igfbp7
HAL	Hal
NKAIN4	Nkain4
MNX1	Mnx1
ZNF511	Zfp511
PCDHB11	Pcdhb21
TP53BP1	Trp53bp1
PLB1	Plb1
OR5T2	Olfr1086
ZNF771	Zfp771
RFTN1	Rftn1
POLDIP3	Poldip3
CD3D	Cd3d
TBX6	Tbx6
ARFGEF1	Arfgef1
CXCL14	Cxcl14
RCAN1	Rcan1
PRPF38B	Prpf38b
SH2B1	Sh2b1
OVCH2	Ovch2
TRDN	Trdn
RELN	Reln
SLC32A1	Slc32a1
GLRA1	Glra1
SPOCD1	Spocd1
SOCS6	Socs6
TMEM211	Tmem211
RFX1	Rfx1
KIAA1755	D630003M21Rik
GPR108	Gpr108
WNT2B	Wnt2b
AASS	Aass
SOX3	Sox3
CCDC146	Ccdc146
NDUFS2	Ndufs2
HEATR5B	Heatr5b
BCR	Bcr
LTBP2	Ltbp2
R3HDM4	R3hdm4
WDR88	Wdr88
KCNJ11	Kcnj11
ALKBH8	Alkbh8
UBXN1	Ubxn1
SHQ1	Shq1
FA2H	Fa2h
CRB1	Crb1
HK1	Hk1
LRRC49	Lrrc49
FCHO2	Fcho2
MLLT6	Mllt6
ALPK2	Alpk2
ESRP1	Esrp1
SNRNP70	Snrnp70
PCED1A	Pced1a
GFM2	Gfm2
LSM14B	Lsm14b
APOA4	Apoa4
COL2A1	Col2a1
SPRN	Sprn
TNNI3	Tnni3
PEG10	Peg10
GUCA1A	Guca1a
ZNF451	Zfp451
STAU2	Stau2
NUB1	Nub1
PLEKHG1	Plekhg1
PPL	Ppl
LPCAT1	Lpcat1
CILP	Cilp
GNG13	Gng13
MAGI3	Magi3
ZNF704	Zfp704
PPP1R3F	Ppp1r3f
MFSD6L	Mfsd6l
HSPA12B	Hspa12b
SOX8	Sox8
RARRES2	Rarres2
TCERG1	Tcerg1
TRPM5	Trpm5
DDX46	Ddx46
MED12L	Med12l
HPCAL4	Hpcal4
KANK2	Kank2
GMDS	Gmds
MSL2	Msl2
CDKN2A	Cdkn2a
TSEN2	Tsen2
HAAO	Haao
HOOK1	Hook1
DPY19L1	Dpy19l1
SPIC	Spic
RGR	Rgr
STAG3	Stag3
NFKBIB	Nfkbib
RAPGEF4	Rapgef4
GRM7	Grm7
METTL6	Mettl6
RARRES1	Rarres1
CHRNE	Chrne
SF3B4	Sf3b4
EPB41L3	Epb41l3
BTRC	Btrc
SLC7A8	Slc7a8
ADAMTS8	Adamts8
CCDC171	Ccdc171
RBM45	Rbm45
KCTD1	Kctd1
HARS	Hars
AP3M2	Ap3m2
CCDC28B	Ccdc28b
TMPRSS11D	Tmprss11d
TRIM10	Trim10
SFRP2	Sfrp2
LETM2	Letm2
RXRB	Rxrb
PDE10A	Pde10a
LRP12	Lrp12
IL1RAPL2	Il1rapl2
BAIAP3	Baiap3
STRN4	Strn4
AKAP12	Akap12
C5orf42	2410089E03Rik
LAS1L	Las1l
HIST1H2AA	Hist1h2ak
MAPK8IP1	Mapk8ip1
PTCHD3	Ptchd3
CCDC155	Ccdc155
OR4D5	Olfr984
CNNM2	Cnnm2
GOPC	Gopc
NDRG4	Ndrg4
SPRED2	Spred2
CLIP4	Clip4
MRAS	Mras
DHX38	Dhx38
ZNF467	Zfp467
MIEN1	Mien1
C2orf74	1700093K21Rik
C19orf70	2410015M20Rik
KCNG2	Kcng2
TAF9	Taf9
IAPP	Iapp
EPN2	Epn2
NUFIP1	Nufip1
WDR45	Wdr45
TFAP2E	Tfap2e
AP2A1	Ap2a1
MSH6	Msh6
ITPKA	Itpka
TTBK2	Ttbk2
XPO6	Xpo6
ATP6V1B1	Atp6v1b1
TPPP2	Tppp2
LEFTY1	Lefty1
PRPF6	Prpf6
S100PBP	S100pbp
RASSF2	Rassf2
PCDHB16	Pcdhb17
HIPK2	Hipk2
AFAP1L1	Afap1l1
PIEZO1	Piezo1
KBTBD11	Kbtbd11
PCMTD2	Pcmtd2
RRNAD1	Rrnad1
CCDC7	Ccdc7b
DNAH9	Dnah9
DUSP13	Dusp13
IL34	Il34
FAM71D	Fam71d
CXorf38	1810030O07Rik
PFAS	Pfas
KIF15	Kif15
KCTD7	Kctd7
TATDN3	Tatdn3
SLC52A3	Slc52a3
ADRA2C	Adra2c
PBX1	Pbx1
PBX3	Pbx3
RPS26	Rps26
FOXI2	Foxi2
CEP104	Cep104
ACP6	Acp6
SDSL	Sdsl
SPATA18	Spata18
FANCE	Fance
PLXNA1	Plxna1
AIRE	Aire
SNX12	Snx12
TMC6	Tmc6
FAM32A	Fam32a
BLM	Blm
SCUBE3	Scube3
PGP	Pgp
TTC37	Ttc37
TBR1	Tbr1
CAPNS2	Capns2
UBE2D4	Ube2d2b
NEFH	Nefh
FAM81B	Fam81b
C2orf66	Gm34066
LIN7A	Lin7a
CELSR3	Celsr3
FAM196A	Fam196a
WASF3	Wasf3
MRPL9	Mrpl9
GLI1	Gli1
ARHGAP33	Arhgap33
MBD6	Mbd6
ACVR2A	Acvr2a
CASP6	Casp6
SOX10	Sox10
ZFP36L2	Zfp36l2
ST8SIA3	St8sia3
CYCS	Cycs
SPICE1	Spice1
TMEM150A	Tmem150a
TRIM31	Trim31
DDC	Ddc
ZNF623	Zfp623
COX6B2	Cox6b2
GNPDA1	Gnpda1
CCDC63	Ccdc63
SSR1	Ssr1
TMEM117	Tmem117
GNAT1	Gnat1
C19orf66	A230050P20Rik
WDR13	Wdr13
CCDC33	Ccdc33
YIPF1	Yipf1
IL36RN	Il1f5
GIPR	Gipr
TAGLN	Tagln
NT5C1B	Nt5c1b
PPP1R13L	Ppp1r13l
IL12RB2	Il12rb2
OSR1	Osr1
SRXN1	Srxn1
CXorf56	C330007P06Rik
TSSK6	Tssk6
NGF	Ngf
TOX2	Tox2
IFT140	Ift140
RGL3	Rgl3
CDCA2	Cdca2
CLDN16	Cldn16
PLK5	Plk5
DMP1	Dmp1
TMEM63B	Tmem63b
GRWD1	Grwd1
AFM	Afm
RNF14	Rnf14
JAK3	Jak3
FSIP2	Fsip2
RBM46	Rbm46
FAT2	Fat2
CRHR2	Crhr2
COL4A2	Col4a2
NLRX1	Nlrx1
CABIN1	Cabin1
GREB1L	Greb1l
HCN3	Hcn3
PNPLA1	Pnpla1
FMO1	Fmo1
FES	Fes
PDSS2	Pdss2
OLFML2B	Olfml2b
RUFY2	Rufy2
ATP6AP1	Atp6ap1
PCDH15	Pcdh15
EPSTI1	Epsti1
CAMK2N1	Camk2n1
MSH2	Msh2
RBM5	Rbm5
TRH	Trh
GAMT	Gamt
DYNC2LI1	Dync2li1
OTOR	Otor
RNF182	Rnf182
CYP2W1	Cyp2w1
FAM222B	Fam222b
CST7	Cst7
TMEM127	Tmem127
ARR3	Arr3
ZNF3	Zfp113
ZAR1	Zar1
CACNA1S	Cacna1s
RASL10B	Rasl10b
IDO2	Ido2
CCDC25	Ccdc25
CLK3	Clk3
CLRN3	Clrn3
TDRD1	Tdrd1
KIN	Kin
PAX7	Pax7
STK25	Stk25
NLGN3	Nlgn3
CCDC134	Ccdc134
KRT27	Krt27
KRT8	Krt8
FSHR	Fshr
NUDCD3	Nudcd3
ZDHHC1	Zdhhc1
NPHS1	Nphs1
COX7A1	Cox7a1
MS4A4A	Ms4a4a
FNDC4	Fndc4
MYF5	Myf5
FAM84A	Fam84a
FAM71B	Fam71b
TRIM37	Trim37
COL27A1	Col27a1
BCL9L	Bcl9l
USP24	Usp24
ZFYVE27	Zfyve27
MYH15	Myh15
RETN	Retn
CCNC	Ccnc
RAB11FIP5	Rab11fip5
CIB2	Cib2
NARF	Narf
CCDC141	Ccdc141
GDF2	Gdf2
P4HTM	P4htm
PARL	Parl
CCKBR	Cckbr
TMEM167B	Tmem167b
HAS3	Has3
CLDN12	Cldn12
HDAC1	Hdac1
TAF4B	Taf4b
CUX2	Cux2
GSK3B	Gsk3b
HMCN2	Hmcn2
NDUFS8	Ndufs8
CAMKV	Camkv
SS18L1	Ss18l1
UXT	Uxt
GATA3	Gata3
CCND1	Ccnd1
PKIB	Pkib
NOL4	Nol4
CR1L	Cr1l
TBC1D12	Tbc1d12
RAG2	Rag2
MED29	Med29
CPA3	Cpa3
EFNA4	Efna4
POP4	Pop4
LZTS1	Lzts1
TOMM20	Tomm20
MAPK14	Mapk14
EML5	Eml5
ROBO1	Robo1
SLC35D3	Slc35d3
NFATC3	Nfatc3
GEMIN5	Gemin5
WDR37	Wdr37
ACTL9	Actl9
TNFSF18	Tnfsf18
ORC3	Orc3
CCT8L2	Cct8l1
MATK	Matk
IRAK4	Irak4
NPPA	Nppa
ATP8A2	Atp8a2
SEC61B	Sec61b
SPA17	Spa17
HSPA4L	Hspa4l
JAKMIP3	Jakmip3
ARID4A	Arid4a
MUC15	Muc15
PROX2	Prox2
GABRA2	Gabra2
SKIV2L	Skiv2l
TMEM141	Tmem141
COL19A1	Col19a1
IFT27	Ift27
ABAT	Abat
ZBTB39	Zbtb39
ZFP64	Zfp64
BCL2L13	Bcl2l13
PNLIPRP2	Pnliprp2
ELK3	Elk3
DAND5	Dand5
SMPDL3A	Smpdl3a
CREB3L2	Creb3l2
SOCS2	Socs2
PBXIP1	Pbxip1
GLYR1	Glyr1
SLC25A45	Slc25a45
ANKRD27	Ankrd27
PPP1R11	Ppp1r11
PRAM1	Pram1
TBC1D7	Tbc1d7
TIGD5	Tigd5
TTC13	Ttc13
PRC1	Prc1
UGT2A1	Ugt2a1
ATP7B	Atp7b
ST13	St13
TFG	Tfg
HS3ST3A1	Hs3st3a1
SLC22A8	Slc22a8
PIH1D2	Pih1d2
SMO	Smo
RPL3	Rpl3
FZD10	Fzd10
TRIM25	Trim25
SPINK5	Spink5
MTOR	Mtor
SNX30	Snx30
KRT71	Krt71
SERINC4	Serinc4
ALDH4A1	Aldh4a1
GINS2	Gins2
SAYSD1	Saysd1
ARHGEF15	Arhgef15
SCGN	Scgn
IGFBP1	Igfbp1
GAA	Gaa
CAPN7	Capn7
WIPF3	Wipf3
MAK	Mak
PSMG2	Psmg2
YWHAZ	Ywhaz
BUB1	Bub1
TRIM54	Trim54
XRCC1	Xrcc1
RNF112	Rnf112
ASCL4	Ascl4
LTV1	Ltv1
TMEM38A	Tmem38a
SNTG2	Sntg2
RNF139	Rnf139
ALPL	Alpl
MAP3K3	Map3k3
RNF144B	Rnf144b
CDH3	Cdh3
GPR141	Gpr141
KCTD5	Kctd5
GOLGA2	Golga2
OTOF	Otof
TMIE	Tmie
COMMD5	Commd5
ZMYM4	Zmym4
ZFAND1	Zfand1
CSNK1A1	Csnk1a1
STAT5A	Stat5a
F5	F5
TEAD3	Tead3
GCM1	Gcm1
EFNA2	Efna2
C16orf70	D230025D16Rik
C8A	C8a
PLXNB3	Plxnb3
MCU	Mcu
FHIT	Fhit
CHCHD4	Chchd4
SGMS1	Sgms1
C8G	C8g
EXOC6B	Exoc6b
DIO3	Dio3
ICAM5	Icam5
HOXD9	Hoxd9
EPHX1	Ephx1
P2RX2	P2rx2
ESYT3	Esyt3
MATR3	Matr3
SEPSECS	Sepsecs
TM6SF2	Tm6sf2
GLRX2	Glrx2
FAM196B	Fam196b
CDC14B	Cdc14b
SEC14L5	Sec14l5
GP6	Gp6
AP1B1	Ap1b1
LHX9	Lhx9
MZT1	Mzt1
MEF2D	Mef2d
GINS4	Gins4
EIF4EBP1	Eif4ebp1
HAGH	Hagh
ALOX12B	Alox12b
SLC44A4	Slc44a4
POC5	Poc5
SMC6	Smc6
COPE	Cope
CLSTN1	Clstn1
PORCN	Porcn
RHOB	Rhob
PTPN5	Ptpn5
CDC37	Cdc37
LRRC7	Lrrc7
SEMA3B	Sema3b
RECQL5	Recql5
RUNX1	Runx1
GABRA6	Gabra6
TUBGCP5	Tubgcp5
PPID	Ppid
TUFM	Tufm
HIST1H1C	Hist1h1c
RNASEH1	Rnaseh1
IGBP1	Igbp1
